put_avg,put_avg_expanding,rolling_avg_5,rolling_sr_5,venue_avg,venue_overall_avg,pvp_avg,career_avg,career_sr,career_matches,ball,is_boundary,is_six,is_four,target_runs,target_sr
5.2,5.0,3.2,72.476,7.142857142857143,19.61134163208852,1.5,6.357142857142857,81.705,28,5,1,0,1,16.0,114.29
11.0,6.0,6.4,95.334,7.0,19.530133928571427,4.0,6.413793103448276,84.40482758620689,29,14,2,0,2,1.0,100.0
7.75,11.4,5.4,98.19200000000001,10.2,19.11173184357542,2.5,6.733333333333333,85.40100000000001,30,1,0,0,0,30.0,115.38
15.0,0.0,11.2,101.268,30.0,17.1787072243346,2.625,6.548387096774194,85.87193548387097,31,26,3,0,3,15.0,71.43
7.333333333333333,6.333333333333333,14.0,112.22,7.0,20.09861111111111,3.958333333333333,7.28125,86.7940625,32,21,2,0,2,21.0,63.64
4.285714285714286,2.0,16.6,92.94800000000001,12.5,19.288100208768267,4.0,7.515151515151516,86.32848484848485,33,33,2,0,2,6.0,75.0
7.333333333333333,8.5,14.6,85.09,7.142857142857143,19.61134163208852,3.6666666666666665,7.911764705882353,85.66117647058823,34,8,0,0,0,4.0,80.0
5.2,6.0,15.2,81.09,4.0,21.333333333333332,3.0,7.857142857142857,85.35657142857143,35,5,0,0,0,0.0,0.0
4.285714285714286,5.8,9.2,58.013999999999996,0.0,19.612021857923498,0.0,7.75,85.20777777777778,36,2,0,0,0,4.0,80.0
7.333333333333333,8.0,7.0,59.727999999999994,7.0,20.09861111111111,2.0,7.54054054054054,82.90486486486486,37,5,0,0,0,1.0,100.0
7.75,9.666666666666666,3.0,67.0,7.0,19.530133928571427,5.0,7.447368421052632,82.82842105263158,38,1,0,0,0,2.0,50.0
5.666666666666667,13.0,2.2,62.0,7.0,19.530133928571427,4.5,7.282051282051282,83.26871794871795,39,4,0,0,0,1.0,33.33
4.285714285714286,4.833333333333333,1.6,52.666,6.5,22.061349693251532,2.0,7.15,82.437,40,3,0,0,0,3.0,33.33
7.75,8.428571428571429,2.2,59.331999999999994,10.2,19.11173184357542,1.0,7.0,81.23926829268292,41,9,0,0,0,1.0,20.0
9.11111111111111,10.285714285714286,1.6,47.332,0.5,17.72189349112426,3.5,6.904761904761905,80.09857142857143,42,5,0,0,0,8.0,57.14
5.666666666666667,2.0,3.0,38.760000000000005,8.0,19.843718079673135,1.0,6.767441860465116,78.70093023255814,43,14,0,0,0,4.0,36.36
5.2,5.5,3.4,36.032,4.0,22.926174496644297,2.5,6.795454545454546,78.2109090909091,44,11,0,0,0,9.0,60.0
9.11111111111111,9.125,5.0,41.366,7.0,19.530133928571427,2.0,6.733333333333333,77.28088888888888,45,15,0,0,0,8.0,400.0
8.0,11.0,6.0,114.7,8.0,19.61904761904762,1.0,6.782608695652174,76.90521739130435,46,2,2,0,2,13.0,130.0
13.0,4.285714285714286,8.4,136.7,7.0,19.530133928571427,1.5,6.808510638297872,83.7795744680851,47,10,1,1,0,7.0,175.0
2.5,11.0,5.0,125.0,2.5,19.530133928571427,0.0,6.938775510204081,86.58448979591837,0,4,1,0,1,0.0,0.0
2.5,5.0,2.5,62.5,2.5,19.530133928571427,5.0,5.0,125.0,1,2,0,0,0,6.0,200.0
8.0,2.0,3.6666666666666665,108.33333333333333,6.0,19.843718079673135,2.0,2.5,62.5,2,3,1,0,1,10.0,142.86
8.0,6.0,5.25,116.965,10.0,20.29850746268657,3.0,3.6666666666666665,108.33333333333333,3,7,1,1,0,11.0,137.5
11.0,5.666666666666667,6.4,121.072,11.0,20.09861111111111,2.3333333333333335,5.25,116.965,4,8,2,0,2,2.0,100.0
9.5,8.0,0.0,0.0,0.0,20.09861111111111,9.0,5.666666666666667,117.56,0,1,0,0,0,19.0,86.36
0.5,9.5,1.0,50.0,0.3333333333333333,20.09861111111111,1.0,9.5,43.18,0,2,0,0,0,2.0,20.0
1.2,0.5,1.5,35.0,2.0,19.662264150943397,5.333333333333333,1.0,50.0,1,10,0,0,0,0.0,0.0
1.2,2.0,1.0,23.333333333333332,0.3333333333333333,19.321590909090908,1.0,1.5,35.0,2,1,0,0,0,1.0,100.0
1.2,1.0,1.0,42.5,1.0,14.787878787878787,0.0,1.0,23.333333333333332,3,1,0,0,0,1.0,25.0
1.2,1.0,1.0,39.0,11.5,19.530133928571427,0.41666666666666663,1.0,42.5,4,4,0,0,0,22.0,137.5
22.0,0.5,5.2,56.5,11.5,19.530133928571427,0.375,1.0,39.0,5,16,3,1,2,2.0,40.0
1.2,1.0,5.2,60.5,2.0,19.662264150943397,0.5,4.5,55.416666666666664,6,5,0,0,0,9.0,112.5
9.0,1.2,7.0,83.0,9.0,19.288100208768267,3.5,4.142857142857143,53.214285714285715,7,8,1,0,1,0.0,0.0
0.5,1.0,6.8,63.0,0.5,19.11173184357542,0.0,4.75,60.625,8,1,0,0,0,1.0,20.0
0.5,0.5,6.8,62.0,0.3333333333333333,19.321590909090908,0.6666666666666666,4.222222222222222,53.888888888888886,9,5,0,0,0,0.0,0.0
0.0,0.0,2.4,34.5,0.5,19.61134163208852,5.0,3.9,50.5,10,1,0,0,0,0.0,0.0
0.5,1.0,2.0,26.5,0.3333333333333333,20.09861111111111,1.0,3.5454545454545454,45.90909090909091,11,1,0,0,0,0.0,0.0
0.0,9.0,0.2,4.0,0.0,19.843718079673135,0.0,3.25,42.083333333333336,12,1,0,0,0,1.0,25.0
0.5,0.0,0.4,9.0,0.5,19.11173184357542,1.0,3.0,38.84615384615385,13,4,0,0,0,0.0,0.0
0.0,0.0,0.2,5.0,0.3333333333333333,20.09861111111111,0.0,2.857142857142857,37.857142857142854,14,1,0,0,0,0.0,0.0
0.5,1.0,0.2,5.0,0.3333333333333333,19.321590909090908,0.0,2.6666666666666665,35.333333333333336,15,1,0,0,0,1.0,100.0
0.0,1.0,0.0,0.0,0.0,14.787878787878787,3.0,2.411764705882353,37.05882352941177,0,1,0,0,0,1.0,50.0
0.5,0.0,0.5,25.0,1.0,16.502024291497975,0.0,0.0,0.0,1,2,0,0,0,0.0,0.0
0.5,1.0,0.3333333333333333,16.666666666666668,0.0,19.11173184357542,0.0,0.5,25.0,2,2,0,0,0,1.0,50.0
1.0,0.0,0.5,25.0,1.0,19.288100208768267,0.5,0.3333333333333333,16.666666666666668,3,2,0,0,0,0.0,0.0
25.0,28.333333333333332,32.0,78.05,38.5,19.11173184357542,7.458333333333333,0.4,20.0,0,41,4,2,2,12.0,92.31
28.333333333333332,26.0,22.0,85.18,57.666666666666664,19.61134163208852,5.25,32.0,78.05,1,13,2,0,2,117.0,205.26
40.2,25.666666666666668,53.666666666666664,125.20666666666666,57.666666666666664,19.61134163208852,4.678571428571429,22.0,85.18,2,57,18,7,11,60.0,162.16
25.666666666666668,9.5,55.25,134.445,45.0,17.875,4.6000000000000005,53.666666666666664,125.20666666666666,3,37,6,4,2,30.0,157.89
40.2,117.0,50.2,139.134,45.0,17.875,22.5,55.25,134.445,4,19,3,1,2,41.0,178.26
28.333333333333332,12.0,52.0,159.176,41.0,16.502024291497975,11.166666666666666,50.2,139.134,5,23,5,2,3,18.0,138.46
25.0,32.0,53.2,168.406,25.333333333333332,18.508474576271187,7.75,48.666666666666664,145.655,6,13,1,1,0,25.0,96.15
25.666666666666668,60.0,34.8,146.584,25.333333333333332,18.508474576271187,7.4,44.285714285714285,144.62714285714284,7,26,1,0,1,18.0,105.88
25.0,40.2,26.4,135.328,21.0,19.884393063583815,5.5,41.875,138.5675,8,17,2,1,1,24.0,160.0
28.333333333333332,26.5,25.2,135.75,21.0,19.884393063583815,15.0,39.22222222222222,134.93555555555557,9,15,3,1,2,33.0,157.14
25.0,18.0,23.6,131.526,25.333333333333332,18.508474576271187,2.5,37.7,137.442,10,21,5,1,4,5.0,55.56
25.0,25.0,21.0,114.946,6.8,16.62962962962963,2.75,37.27272727272727,139.23272727272726,11,9,0,0,0,50.0,108.7
32.75,0.0,26.0,117.45599999999999,50.0,20.09861111111111,6.933333333333333,34.583333333333336,132.26,12,46,6,3,3,53.0,139.47
25.666666666666668,42.5,33.0,124.174,44.0,20.70754716981132,7.416666666666667,35.76923076923077,130.4476923076923,13,38,6,3,3,35.0,145.83
28.333333333333332,25.666666666666668,35.2,121.34,44.0,20.70754716981132,12.75,37.0,131.09214285714285,14,24,5,2,3,22.0,146.67
40.2,73.5,33.0,119.24600000000001,22.0,19.612021857923498,18.25,36.86666666666667,132.07466666666667,15,15,3,0,3,1.0,14.29
11.0,25.0,32.2,110.99199999999999,6.8,16.62962962962963,9.958333333333334,35.9375,132.986875,16,7,0,0,0,45.0,115.38
25.0,18.333333333333332,31.2,112.328,38.5,19.11173184357542,6.361111111111112,33.88235294117647,126.00470588235294,17,39,5,0,5,21.0,110.53
11.0,1.0,24.8,106.54,21.0,22.061349693251532,3.0,34.5,125.41444444444444,18,19,2,0,2,15.0,75.0
40.2,56.333333333333336,20.8,92.374,20.333333333333332,15.222222222222221,7.366666666666667,33.78947368421053,124.63105263157894,19,20,2,0,2,53.0,212.0
25.0,25.5,27.0,105.44000000000001,53.0,19.843718079673135,6.5,32.85,122.14949999999999,20,25,8,3,5,27.0,108.0
32.75,50.0,32.2,124.18200000000002,20.333333333333332,15.222222222222221,6.666666666666666,33.80952380952381,126.42809523809522,21,25,3,2,1,19.0,90.48
25.0,34.666666666666664,27.0,119.202,20.333333333333332,15.222222222222221,8.125,33.5,125.59045454545453,22,21,2,0,2,4.0,57.14
25.666666666666668,46.0,23.6,108.524,4.0,20.29850746268657,5.833333333333333,32.869565217391305,124.06391304347825,23,7,0,0,0,54.0,180.0
28.333333333333332,28.0,31.4,129.524,54.0,19.530133928571427,7.133333333333333,31.666666666666668,121.27541666666667,24,30,8,5,3,23.0,100.0
32.75,38.5,25.4,107.124,6.8,16.62962962962963,11.5,32.56,123.62440000000001,25,23,3,0,3,2.0,25.0
25.0,30.75,20.4,90.524,6.8,16.62962962962963,9.75,32.19230769230769,122.71576923076924,26,8,0,0,0,16.0,106.67
9.5,11.0,19.8,93.762,12.6,19.321590909090908,6.0,31.074074074074073,119.09666666666668,27,15,2,0,2,31.0,106.9
32.75,33.333333333333336,25.2,103.71400000000001,12.6,19.321590909090908,5.0,30.535714285714285,118.65285714285713,28,29,3,2,1,44.0,133.33
26.0,32.75,23.2,94.38000000000001,57.666666666666664,19.61134163208852,6.95,30.551724137931036,118.24758620689654,29,33,5,1,4,17.0,62.96
40.2,46.0,22.0,86.97200000000001,17.0,19.288100208768267,11.333333333333332,31.0,118.75033333333334,30,27,1,0,1,4.0,66.67
25.666666666666668,35.5,22.4,95.30600000000001,12.6,19.321590909090908,5.0,30.548387096774192,116.95064516129031,31,6,0,0,0,3.0,100.0
9.5,16.0,19.8,93.97200000000001,6.8,16.62962962962963,12.0,29.71875,115.379375,32,3,0,0,0,4.0,100.0
28.333333333333332,33.2,14.4,92.59200000000001,12.6,19.321590909090908,4.5,28.90909090909091,114.91333333333333,33,4,0,0,0,8.0,114.29
25.666666666666668,29.2,7.2,88.784,8.0,19.662264150943397,9.25,28.176470588235293,114.47470588235294,34,7,1,0,1,8.0,42.11
0.0,4.0,0.0,0.0,0.0,22.061349693251532,1.0,27.055555555555557,112.45944444444444,0,1,0,0,0,4.0,66.67
0.0,5.0,0.0,0.0,0.0,17.72189349112426,5.0,2.0,33.335,0,1,0,0,0,5.0,71.43
12.0,0.0,12.0,85.71,12.0,16.502024291497975,4.25,2.5,35.715,0,14,1,0,1,22.0,78.57
16.0,12.0,17.0,82.13999999999999,16.0,19.884393063583815,4.5,12.0,85.71,1,28,2,0,2,1.0,20.0
1.5,16.0,11.666666666666666,61.426666666666655,1.0,19.232323232323232,1.0,17.0,82.13999999999999,2,5,0,0,0,16.0,200.0
11.0,1.5,12.75,96.07,16.0,19.884393063583815,0.5,11.666666666666666,61.426666666666655,3,8,2,0,2,10.0,47.62
16.0,22.0,12.2,86.38,16.0,19.884393063583815,3.8,12.75,96.07,4,21,0,0,0,6.0,75.0
11.0,16.0,11.0,84.238,6.0,18.508474576271187,5.5,12.2,86.38,5,8,0,0,0,2.0,50.0
1.0,7.0,1.0,33.33,1.0,23.983870967741936,1.0,9.857142857142858,79.55714285714285,0,3,0,0,0,4.0,200.0
4.0,1.0,2.5,116.66499999999999,4.0,19.321590909090908,3.0,1.0,33.33,1,2,1,0,1,7.0,116.67
15.333333333333334,45.0,14.0,127.27,14.0,22.061349693251532,3.5,4.0,116.66666666666667,0,11,2,1,1,53.0,110.42
19.666666666666668,11.0,33.5,118.845,36.333333333333336,19.612021857923498,3.5,14.0,127.27,1,48,6,1,5,5.0,71.43
9.0,9.5,24.0,103.04,5.0,19.843718079673135,4.5,33.5,118.845,2,7,1,0,1,45.0,121.62
45.0,19.666666666666668,29.25,107.685,36.333333333333336,19.612021857923498,3.1666666666666665,24.0,103.04,3,37,5,0,5,11.0,183.33
6.333333333333333,4.0,25.6,122.81400000000001,36.333333333333336,19.612021857923498,4.0,29.25,107.685,4,6,2,0,2,2.0,33.33
19.666666666666668,53.0,23.2,104.026,3.0,19.530133928571427,5.333333333333333,25.6,122.81400000000001,5,6,0,0,0,7.0,175.0
6.333333333333333,11.0,14.0,116.94200000000001,4.0,20.09861111111111,0.5,21.666666666666668,107.89999999999999,6,4,1,1,0,11.0,137.5
11.0,6.333333333333333,15.2,130.156,11.0,15.222222222222221,4.0,19.571428571428573,117.4857142857143,7,8,1,0,1,22.0,95.65
15.333333333333334,14.0,10.6,124.96200000000002,17.5,19.288100208768267,3.8333333333333335,18.5,119.98750000000001,8,23,1,1,0,13.0,59.09
9.0,5.0,11.0,100.114,17.5,19.288100208768267,3.8,18.88888888888889,117.28333333333333,9,22,1,0,1,10.0,62.5
15.333333333333334,18.0,12.6,105.94800000000001,10.0,16.62962962962963,4.0,18.3,111.46400000000001,10,16,2,0,2,0.0,0.0
9.5,15.333333333333334,11.2,70.94800000000001,0.0,19.662264150943397,7.0,17.545454545454547,107.01272727272728,11,3,0,0,0,4.0,66.67
19.666666666666668,27.5,9.8,56.782000000000004,3.0,19.530133928571427,11.5,16.083333333333332,98.09500000000001,12,6,1,0,1,1.0,100.0
6.333333333333333,9.0,5.6,57.652,4.0,20.09861111111111,7.0,15.153846153846153,95.6776923076923,13,1,0,0,0,19.0,95.0
7.666666666666667,9.0,11.0,122.22,10.0,20.09861111111111,1.75,9.0,75.0,0,9,1,0,1,2.0,28.57
8.0,28.0,6.5,75.395,5.0,19.11173184357542,5.0,11.0,122.22,1,7,0,0,0,20.0,133.33
9.75,5.0,11.0,94.70666666666666,20.0,19.288100208768267,1.5,6.5,75.395,2,15,3,2,1,1.0,50.0
5.0,8.0,8.5,83.53,1.0,19.662264150943397,1.0,11.0,94.70666666666666,3,2,0,0,0,15.0,107.14
8.0,2.0,9.8,88.252,11.0,19.321590909090908,3.0,8.5,83.53,4,14,2,0,2,5.0,250.0
9.75,20.0,8.6,113.80799999999999,5.0,19.11173184357542,7.0,9.8,88.252,5,2,1,0,1,7.0,233.33
7.5,7.666666666666667,9.6,154.76000000000002,4.0,15.17117117117117,7.0,9.0,115.21,6,3,1,1,0,1.0,100.0
9.75,12.5,5.8,148.094,4.0,15.17117117117117,7.0,8.714285714285714,132.08428571428573,7,1,0,0,0,6.0,75.0
6.0,9.75,6.8,153.094,9.5,16.502024291497975,2.75,7.75,128.07375,8,8,0,0,0,39.0,134.48
28.0,7.5,11.6,158.56199999999998,39.0,18.508474576271187,3.1666666666666665,7.555555555555555,122.17666666666666,9,29,5,2,3,13.0,76.47
9.75,8.666666666666666,13.2,123.856,9.5,16.502024291497975,4.2,10.7,123.407,10,17,0,0,0,17.0,130.77
28.0,39.0,15.2,103.34400000000001,9.666666666666666,19.530133928571427,4.125,10.909090909090908,119.14,11,13,1,0,1,8.0,160.0
7.5,7.0,16.6,115.34400000000001,5.0,19.11173184357542,2.0,11.416666666666666,120.10916666666667,12,5,1,0,1,6.0,85.71
6.0,6.0,16.6,117.48599999999999,6.0,19.843718079673135,5.166666666666667,11.153846153846153,123.1776923076923,13,7,0,0,0,9.0,180.0
7.666666666666667,11.0,10.6,126.59,10.0,20.09861111111111,1.5,10.785714285714286,120.50142857142858,14,5,2,0,2,7.0,100.0
8.0,8.5,9.4,131.296,11.0,19.321590909090908,6.0,10.666666666666666,124.468,15,7,1,0,1,3.0,42.86
7.666666666666667,10.0,6.6,113.71399999999998,9.666666666666666,19.530133928571427,9.0,10.4375,122.93875,16,7,0,0,0,9.0,100.0
7.0,6.0,7.0,70.0,7.0,20.70754716981132,4.333333333333333,9.944444444444445,117.21555555555557,0,10,1,0,1,33.0,117.86
33.0,2.0,20.0,93.93,33.0,19.662264150943397,4.5,7.0,70.0,1,28,5,1,4,2.0,40.0
0.5,2.0,1.0,33.33,1.0,19.288100208768267,0.16666666666666666,14.0,75.95333333333333,0,3,0,0,0,1.0,100.0
0.75,7.0,1.0,66.66499999999999,1.5,19.321590909090908,2.0,1.0,33.33,1,1,0,0,0,2.0,100.0
2.0,2.0,1.3333333333333333,77.77666666666666,2.0,15.17117117117117,0.0,1.0,66.66499999999999,2,2,0,0,0,0.0,0.0
0.75,1.0,1.0,58.332499999999996,0.0,19.232323232323232,1.5,1.3333333333333333,77.77666666666666,3,1,0,0,0,0.0,0.0
